Model_Current_Climate_raw_values
1961  82.0  81.4  81.1  81.2  84.7  84.5  83.8  83.7  83.1  83.7  83.3  80.4  82.7
1962  81.1  82.1  83.3  82.8  83.7  84.5  83.0  82.2  83.2  83.5  84.2  82.6  83.0
1963  82.1  79.1  82.9  83.9  83.5  83.8  84.2  84.1  83.5  83.9  83.0  83.8  83.2
1964  82.4  82.8  82.8  82.5  83.8  83.7  83.8  83.0  83.0  83.3  83.9  80.7  83.0
1965  82.6  81.5  81.8  83.3  84.0  84.4  84.5  82.9  83.9  83.0  83.9  82.6  83.2
1966  79.3  81.7  81.2  82.8  83.6  84.7  84.3  84.1  84.6  83.7  84.0  83.9  83.2
1967  82.4  81.3  80.6  84.2  84.7  85.1  84.2  83.2  81.4  83.1  82.8  81.9  82.9
1968  81.4  81.8  83.5  81.7  84.0  84.8  84.3  84.0  83.2  83.6  82.6  81.7  83.0
1969  81.6  80.8  82.5  82.4  84.1  84.2  83.2  82.4  83.0  83.4  84.2  81.9  82.8
1970  84.6  82.6  83.6  81.9  82.7  84.3  83.7  83.8  83.8  83.7  84.1  82.8  83.5
1971  83.1  79.2  80.2  80.9  82.8  83.0  84.3  83.5  83.6  83.2  83.0  83.3  82.5
1972  83.8  82.5  82.6  82.4  81.7  83.9  84.1  84.6  84.1  83.7  84.3  81.0  83.2
1973  81.1  79.3  81.0  79.6  81.6  82.7  84.2  82.8  83.6  83.9  83.9  83.8  82.3
1974  81.6  82.3  81.5  79.6  82.0  84.8  83.1  83.7  82.4  82.4  83.5  83.9  82.6
1975  80.7  81.5  80.5  81.4  82.8  82.6  83.3  81.6  83.3  83.0  83.3  82.0  82.2
1976  82.0  81.6  80.9  82.1  82.3  84.4  84.9  81.8  79.8  82.8  83.8  83.5  82.5
1977  80.8  80.9  81.1  81.5  83.7  84.2  84.4  83.4  83.8  83.6  83.4  81.1  82.7
1978  82.6  83.6  80.4  81.5  85.2  84.7  84.9  84.1  84.0  83.5  83.4  81.0  83.2
1979  80.8  80.7  82.9  82.3  83.6  84.0  84.3  84.1  84.1  84.1  83.4  84.6  83.2
1980  82.0  81.1  80.2  84.7  83.9  84.7  83.8  83.2  82.9  83.8  84.4  83.2  83.2
1981  83.7  80.6  82.8  85.0  84.5  84.2  83.8  83.3  83.4  83.6  84.4  83.2  83.5
1982  82.1  83.8  82.4  83.1  83.3  84.9  84.7  83.8  84.1  84.7  81.9  81.9  83.4
1983  83.3  82.1  80.9  83.7  80.8  85.0  84.2  83.9  84.1  84.1  83.8  80.9  83.1
1984  79.6  80.8  80.5  79.9  80.2  84.0  84.0  84.0  83.7  83.4  84.3  83.2  82.3
1985  79.4  82.6  81.3  80.5  81.2  83.8  83.0  83.2  80.8  84.5  85.4  83.7  82.5
1986  80.8  78.5  81.4  81.9  82.6  81.8  84.6  84.8  84.9  83.8  83.3  83.0  82.6
1987  81.3  82.5  81.5  79.7  83.1  84.7  84.9  84.0  84.3  83.8  82.6  83.3  83.0
1988  82.1  81.2  82.8  82.7  83.2  84.0  84.1  83.7  84.2  84.5  84.7  81.2  83.2
1989  80.6  80.9  80.9  78.9  80.6  82.9  83.6  83.6  82.3  83.9  83.8  80.2  81.8
Mean
61_90  81.8  81.4  81.7  82.0  83.0  84.1  84.0  83.5  83.3  83.6  83.7  82.4  82.9
Model_Future_raw_values
2071  82.8  81.7  82.2  82.5  82.4  83.9  85.2  84.5  84.9  82.8  83.6  81.3  83.2
2072  82.4  81.5  83.1  81.5  83.3  84.0  84.4  84.4  83.9  84.0  84.8  82.5  83.3
2073  82.6  82.8  84.7  80.6  81.2  83.3  86.0  85.5  85.6  84.2  85.2  84.2  83.8
2074  84.0  82.6  78.9  84.5  83.4  83.3  85.4  84.7  83.4  83.4  84.5  83.8  83.5
2075  83.8  81.8  84.6  81.5  82.2  83.4  84.6  85.6  83.0  84.0  83.9  82.9  83.4
2076  84.2  81.6  82.5  81.4  80.9  82.3  85.7  85.5  85.3  85.3  84.6  83.2  83.5
2077  83.0  81.6  79.9  80.5  80.9  83.9  84.8  85.5  84.3  84.1  82.6  82.3  82.8
2078  83.9  81.8  80.6  83.0  83.0  82.5  84.8  84.7  85.0  85.1  82.0  82.9  83.3
2079  82.8  82.8  82.8  82.1  84.0  82.9  85.0  83.9  84.2  84.5  85.0  82.4  83.5
2080  82.5  81.8  81.7  80.3  84.3  85.1  85.0  85.5  84.8  84.9  83.0  81.6  83.4
2081  80.9  80.9  79.0  81.0  81.4  80.4  84.6  84.5  84.1  83.8  84.2  83.9  82.4
2082  81.2  81.7  82.8  83.3  79.5  83.6  84.4  85.5  85.5  83.9  80.6  79.8  82.7
2083  81.6  79.7  78.7  76.4  80.7  82.0  83.7  84.7  84.6  85.1  84.4  83.9  82.1
2084  82.3  79.0  81.1  80.7  79.3  81.3  83.6  85.1  85.3  83.6  82.5  82.9  82.2
2085  81.2  79.1  83.0  79.3  80.6  81.8  84.9  84.8  85.1  84.6  85.5  83.5  82.8
