Model_Current_Climate_raw_values
1961   7.2   6.8   7.0   6.5   5.8   5.6   3.8   4.2   4.3   4.3   5.6   5.8   5.6
1962   6.5   6.9   5.3   6.0   5.6   5.1   3.7   3.6   4.5   4.3   5.1   6.9   5.3
1963   6.6   7.2   7.1   5.5   5.3   6.0   4.7   4.9   4.5   4.7   4.5   5.4   5.5
1964   7.0   5.6   6.5   6.6   6.1   5.6   3.8   3.9   4.5   4.6   5.8   6.5   5.5
1965   6.1   6.1   5.5   5.9   6.1   5.5   3.8   4.2   5.0   5.2   5.3   6.9   5.5
1966   7.3   5.7   6.9   6.1   5.8   5.3   4.5   3.9   4.9   4.6   4.8   5.4   5.4
1967   6.6   7.1   7.1   5.1   5.9   5.0   4.7   4.2   3.9   4.9   5.4   5.7   5.5
1968   7.2   6.6   5.5   5.7   5.9   5.2   4.6   4.3   4.3   5.0   5.4   6.3   5.5
1969   6.8   5.1   5.8   5.8   5.7   4.8   3.9   4.2   4.8   5.1   5.0   6.5   5.3
1970   5.8   7.3   6.8   6.5   6.3   5.0   3.7   4.3   4.7   5.0   5.1   5.3   5.5
1971   5.6   6.9   7.2   6.1   6.0   5.7   4.4   4.5   4.4   4.5   5.5   5.9   5.6
1972   5.3   6.7   6.0   6.6   6.5   6.3   5.2   5.2   5.2   5.9   6.2   6.5   6.0
1973   6.0   7.2   6.8   6.6   5.8   5.8   4.4   4.1   4.6   4.2   4.5   6.1   5.5
1974   5.6   6.6   7.1   6.7   6.2   5.5   4.6   4.3   4.0   5.5   4.9   5.9   5.6
1975   6.6   6.6   7.1   6.6   6.5   5.8   3.2   3.1   3.3   4.6   5.1   5.5   5.3
1976   6.7   7.5   6.6   6.7   6.4   6.3   4.8   4.0   4.1   4.5   4.9   5.5   5.7
1977   7.6   7.0   7.2   5.9   5.9   5.4   4.5   4.0   5.0   4.6   5.6   7.3   5.8
1978   6.9   5.3   5.5   6.5   5.1   4.7   5.3   4.6   4.3   4.4   5.6   6.5   5.4
1979   7.7   6.6   5.9   6.2   5.3   4.4   4.7   4.7   4.3   4.2   3.8   5.6   5.3
1980   5.5   6.1   7.3   6.0   5.3   5.6   4.6   4.0   4.0   4.6   4.6   5.7   5.3
1981   5.3   7.2   6.8   4.9   5.1   4.4   3.8   3.9   4.9   4.3   4.4   5.7   5.1
1982   6.5   6.4   6.5   6.5   6.2   5.7   4.5   4.2   4.6   4.7   5.9   7.1   5.7
1983   6.1   6.7   7.0   6.4   6.8   5.9   5.6   4.9   5.1   5.5   5.8   6.6   6.0
1984   7.3   6.7   6.7   6.5   6.0   6.1   5.3   4.0   4.1   5.1   4.8   6.5   5.8
1985   7.5   6.8   6.2   6.6   6.7   5.8   5.3   3.8   3.9   5.2   4.5   7.3   5.8
1986   7.0   7.5   6.8   6.7   6.6   6.4   5.0   5.1   4.9   5.3   6.6   5.7   6.1
1987   6.6   6.3   5.9   7.0   6.3   5.4   5.0   4.5   4.8   4.8   6.1   6.3   5.8
1988   7.2   6.8   6.3   6.0   6.4   5.9   4.6   3.6   4.3   4.2   5.1   6.8   5.6
1989   7.4   6.7   6.7   6.5   6.5   5.9   4.7   3.7   4.7   4.7   4.9   6.9   5.8
Mean
61_90   6.6   6.6   6.5   6.2   6.0   5.5   4.5   4.2   4.5   4.8   5.2   6.2   5.6
Model_Future_raw_values
2071   6.2   6.2   7.7   6.4   6.8   5.9   5.0   4.9   5.1   4.6   5.6   6.7   5.9
2072   7.2   6.8   7.0   6.4   6.4   5.9   4.9   4.6   5.3   6.3   6.0   6.7   6.1
2073   6.7   7.5   6.5   6.9   6.7   5.8   5.1   5.2   5.1   5.5   4.9   6.2   6.0
