"","hurricane","sea.dev","dev.hurricane","sea.dev.hurricane","sea.hurricane","all.low_26","all.mid_45","all.high_60","all.max_80"
"1",0,0.106951871657754,0.0882352941176471,0.0882352941176471,0.258215962441315,0.481283422459893,0.524064171122995,0.467914438502674,0.494652406417112
"2",0,0.106951871657754,0.0989304812834225,0.0989304812834225,0.286384976525822,0.467914438502674,0.483957219251337,0.46524064171123,0.510695187165775
"3",0,0.106951871657754,0.10427807486631,0.10427807486631,0.293427230046948,0.467914438502674,0.494652406417112,0.470588235294118,0.483957219251337
"4",0,0.106951871657754,0.106951871657754,0.106951871657754,0.291079812206573,0.475935828877005,0.5,0.486631016042781,0.513368983957219
"5",0,0.106951871657754,0.0962566844919786,0.0962566844919786,0.276995305164319,0.481283422459893,0.502673796791444,0.502673796791444,0.478609625668449
"6",0,0.106951871657754,0.101604278074866,0.101604278074866,0.288732394366197,0.473262032085562,0.5,0.489304812834225,0.494652406417112
"7",0,0.106951871657754,0.0989304812834225,0.0989304812834225,0.274647887323944,0.462566844919786,0.483957219251337,0.491978609625668,0.526737967914438
"8",0,0.106951871657754,0.106951871657754,0.106951871657754,0.293427230046948,0.478609625668449,0.494652406417112,0.462566844919786,0.483957219251337
"9",0,0.106951871657754,0.106951871657754,0.106951871657754,0.2981220657277,0.473262032085562,0.489304812834225,0.473262032085562,0.524064171122995
"10",0,0.106951871657754,0.106951871657754,0.106951871657754,0.295774647887324,0.462566844919786,0.483957219251337,0.467914438502674,0.494652406417112
"11",0,0.106951871657754,0.10427807486631,0.10427807486631,0.28169014084507,0.473262032085562,0.494652406417112,0.483957219251337,0.467914438502674
"12",0,0.106951871657754,0.0989304812834225,0.0989304812834225,0.276995305164319,0.478609625668449,0.491978609625668,0.483957219251337,0.478609625668449
"13",0,0.106951871657754,0.0935828877005348,0.0935828877005348,0.253521126760563,0.489304812834225,0.505347593582888,0.481283422459893,0.486631016042781
"14",0,0.106951871657754,0.0935828877005348,0.0935828877005348,0.274647887323944,0.470588235294118,0.502673796791444,0.478609625668449,0.532085561497326
"15",0,0.106951871657754,0.106951871657754,0.106951871657754,0.284037558685446,0.470588235294118,0.486631016042781,0.481283422459893,0.489304812834225
"16",0,0.106951871657754,0.106951871657754,0.106951871657754,0.286384976525822,0.451871657754011,0.478609625668449,0.457219251336898,0.497326203208556
"17",0,0.106951871657754,0.0909090909090909,0.0909090909090909,0.262910798122066,0.5,0.524064171122995,0.46524064171123,0.481283422459893
"18",0,0.106951871657754,0.101604278074866,0.101604278074866,0.284037558685446,0.478609625668449,0.510695187165775,0.475935828877005,0.467914438502674
"19",0,0.106951871657754,0.106951871657754,0.106951871657754,0.295774647887324,0.481283422459893,0.489304812834225,0.475935828877005,0.5
"20",0,0.106951871657754,0.0855614973262032,0.0855614973262032,0.246478873239437,0.473262032085562,0.529411764705882,0.46524064171123,0.508021390374332
"21",0,0.106951871657754,0.106951871657754,0.106951871657754,0.295774647887324,0.489304812834225,0.510695187165775,0.486631016042781,0.518716577540107
